,age,gender,emailContactable,postalContactable,postalCode,numberChildren,reactivationValue,toothBrushType,MrPropreTrier,AntikalTrier,ArielTrier,DashTrier,scentLover,petOwner,ecoInterest,washDishes,liquidDetergent,podsDetergent,powderDetergent,pc_score,postalScore,score_event
3080,35,1,1,1,95,2,4,0,0,0,0,0,0,1,0,1,1,0,0,4,200,0
3081,45,1,1,1,59,2,2,1,0,0,0,0,3,0,0,0,1,0,0,4,808,0
3082,55,1,1,0,30,0,4,0,1,0,1,1,0,0,0,1,0,1,0,3,124,9
3083,45,0,1,1,25,0,3,0,0,0,0,0,0,0,1,0,1,0,0,3,82,0
3084,35,1,1,1,85,2,4,0,0,0,1,1,0,1,2,0,1,0,0,2,121,0
3085,65,1,1,1,66,0,4,0,0,0,1,1,0,1,1,0,0,0,0,3,73,0
3086,45,1,1,1,75,2,4,0,0,0,0,0,3,0,0,0,0,1,0,3,128,0
3087,65,0,1,1,11,0,4,0,0,0,1,0,0,0,1,1,1,0,0,3,77,6
3088,35,1,1,1,30,2,1,1,0,0,0,0,1,0,0,0,1,0,0,3,124,0
3089,35,1,1,1,29,1,2,0,0,0,0,0,0,1,1,1,0,1,0,1,188,0
3090,45,1,1,1,44,3,4,0,0,1,1,0,0,1,0,0,0,1,0,2,260,0
3091,45,0,1,1,57,1,4,0,0,0,0,0,0,1,1,0,0,0,1,4,212,0
3092,55,1,0,1,71,0,3,1,0,0,0,0,0,0,2,0,1,0,0,2,79,0
3093,25,1,1,1,12,0,4,0,1,0,1,1,0,0,0,0,1,0,0,1,26,2
3094,35,1,0,0,62,2,3,0,0,0,0,0,0,1,3,1,1,0,0,4,616,0
3095,45,1,1,1,91,1,4,1,0,0,1,1,1,1,0,0,0,1,0,3,207,6
3096,35,1,1,1,44,1,4,0,1,0,1,0,0,0,0,0,0,1,0,2,260,2
3097,55,0,1,1,62,0,4,0,0,0,0,0,2,0,1,0,0,1,0,4,616,0
3098,35,0,1,1,45,0,2,0,0,0,0,0,1,1,3,0,0,0,0,3,178,0
3099,75,1,1,1,28,1,4,0,1,0,1,1,0,1,0,0,0,1,0,2,98,0
3100,45,1,1,1,17,1,2,0,0,0,0,0,3,1,0,1,1,0,0,3,106,0
3101,25,1,1,1,46,2,4,1,1,1,1,1,0,0,0,0,0,1,0,2,18,0
3102,35,1,1,1,71,1,4,0,0,0,0,0,3,1,3,0,1,0,0,2,79,0
3103,45,1,1,0,5,0,4,1,0,0,1,1,0,1,0,1,1,0,0,3,10,1
3104,55,1,1,1,27,2,4,0,0,0,1,1,2,1,2,1,0,0,0,3,150,7
3105,25,1,1,1,51,0,4,1,0,0,1,0,0,1,4,0,1,0,0,2,168,1
3106,55,1,1,1,59,0,3,0,1,0,1,1,1,0,3,0,0,1,0,4,808,0
3107,55,1,1,1,20,2,4,0,1,1,1,1,0,0,3,1,0,1,0,0,10,0
3108,35,1,1,1,45,0,4,0,0,0,0,0,0,0,0,0,1,0,0,3,178,1
3109,65,1,1,1,39,0,4,0,0,0,1,0,0,0,3,0,1,0,0,3,45,1
3110,55,1,1,1,62,1,4,0,0,0,0,0,2,1,3,0,1,0,0,4,616,0
3111,45,1,1,1,45,4,4,0,1,0,1,1,1,1,0,1,1,0,0,3,178,0
3112,35,1,0,0,86,2,4,1,1,0,1,0,0,0,1,0,0,1,0,2,103,0
3113,25,1,0,1,25,1,4,1,0,0,0,0,0,0,0,0,0,0,1,3,82,0
3114,35,1,1,1,45,5,1,0,0,0,1,1,0,0,0,0,1,0,0,3,178,0
3115,45,0,1,1,8,5,4,1,0,0,1,1,0,1,0,1,0,1,0,2,82,3
3116,35,1,1,1,59,0,4,0,0,0,0,0,1,1,3,1,1,0,0,4,808,1
3117,35,1,1,1,27,2,4,1,0,0,0,0,0,1,3,0,1,0,0,3,150,0
3118,55,1,0,0,69,1,3,1,0,0,1,1,0,1,3,0,0,0,1,2,235,0
3119,45,1,1,1,72,2,4,1,0,0,0,0,1,0,3,1,1,0,0,3,148,1
3120,45,1,1,1,33,0,4,1,0,0,0,0,0,1,3,1,1,0,0,2,296,0
3121,35,1,1,1,93,1,4,0,0,0,0,0,3,1,1,0,1,0,0,3,242,0
3122,25,1,0,1,78,0,4,0,0,0,0,0,0,0,0,0,0,1,0,3,238,1
3123,45,1,1,1,86,2,4,0,0,0,0,0,0,1,2,0,0,1,0,2,103,0
3124,35,0,1,1,93,3,3,1,0,0,1,1,0,0,1,1,1,0,0,3,242,0
3125,25,1,1,1,33,1,2,0,1,1,0,1,0,1,0,0,1,0,0,2,296,0
3126,45,0,1,1,54,3,4,1,1,1,1,1,0,1,0,0,0,1,0,3,154,0
3127,25,0,0,0,33,0,2,0,0,0,0,0,0,1,0,1,1,0,0,2,296,0
3128,35,1,1,1,13,2,2,0,0,0,1,0,1,1,0,1,1,0,0,2,216,0
3129,35,1,1,1,50,2,4,0,1,0,0,0,0,1,4,0,1,0,0,1,83,0
3130,55,1,1,1,45,3,4,0,1,1,1,1,3,0,2,0,1,0,0,3,178,0
3131,25,1,0,0,8,1,4,0,1,0,1,1,0,0,1,1,1,0,0,2,82,0
3132,25,0,1,0,35,2,3,0,0,0,1,1,0,0,0,0,1,0,0,1,170,0
3133,45,1,1,1,2,0,4,0,1,1,1,1,0,1,2,1,0,1,0,3,209,0
3134,25,1,1,1,85,0,2,1,0,0,0,0,0,1,3,0,1,0,0,2,121,0
3135,25,1,1,1,24,0,4,0,1,0,0,0,0,1,1,0,1,0,0,3,54,0
3136,45,1,1,1,66,1,2,1,0,0,1,0,2,0,3,0,1,0,0,3,73,0
3137,45,1,1,1,4,0,4,1,0,0,1,1,3,1,0,0,0,1,0,3,17,0
3138,35,1,1,1,10,2,4,0,0,0,0,0,0,1,3,0,1,0,0,3,87,0
3139,55,1,1,1,76,5,4,0,0,0,0,0,2,1,3,0,1,0,0,3,282,0
3140,35,1,1,1,67,5,4,0,0,0,0,0,0,1,3,1,1,0,0,2,169,3
3141,35,1,1,1,36,3,4,0,0,0,0,0,2,1,4,0,1,0,0,2,57,0
3142,45,1,1,1,60,1,3,0,0,0,0,0,0,1,4,0,0,0,0,4,259,0
3143,45,1,1,1,2,2,4,0,0,0,0,0,3,1,2,1,1,0,0,3,209,1
3144,35,1,0,0,65,0,2,0,0,0,0,0,0,1,3,1,1,0,0,1,19,0
3145,25,1,1,1,23,0,4,1,0,0,0,0,0,1,3,0,1,0,0,1,15,0
3146,35,1,1,0,37,3,4,1,0,0,0,0,2,0,2,0,1,0,0,2,148,0
3147,35,1,1,1,17,1,4,0,1,1,1,1,0,1,3,1,0,1,0,3,106,0
3148,65,1,1,1,27,0,4,0,1,0,1,0,0,0,3,1,0,1,0,3,150,0
3149,35,1,1,1,56,1,3,1,0,0,0,0,0,1,0,1,1,0,0,1,124,0
3150,35,1,1,1,59,1,4,0,0,0,0,0,0,1,0,0,1,0,0,4,808,0
3151,35,1,1,1,87,3,4,0,0,0,0,1,0,1,3,1,0,0,1,1,60,1
3152,25,0,1,1,13,1,3,0,0,0,0,0,0,1,0,0,1,0,0,2,216,0
3153,25,1,1,1,71,0,3,0,1,1,1,1,0,0,0,0,0,0,0,2,79,0
3154,45,1,1,1,40,1,4,0,0,0,0,0,2,1,0,1,0,1,0,2,76,0
3155,35,1,1,1,45,2,4,0,0,0,1,0,0,1,1,1,1,0,0,3,178,0
3156,45,1,1,1,90,3,2,1,0,0,1,1,2,1,0,0,0,1,0,2,15,0
3157,35,1,1,1,62,2,4,1,0,0,1,0,2,0,4,1,1,0,0,4,616,0
3158,35,1,1,1,60,0,4,0,0,0,0,0,0,1,1,0,1,0,0,4,259,0
3159,35,1,1,1,54,1,3,1,0,0,0,0,2,0,2,0,1,0,0,3,154,1
3160,35,1,1,0,52,0,4,0,0,0,0,1,0,0,3,0,0,0,0,2,35,0
3161,55,1,1,1,67,0,4,0,0,0,1,1,3,1,0,0,0,1,0,2,169,3
3162,35,1,1,1,93,5,4,0,0,0,0,0,2,0,1,0,0,1,0,3,242,2
3163,25,1,1,1,38,0,3,0,0,0,1,0,1,0,0,1,1,0,0,4,165,0
3164,55,1,0,1,83,3,3,0,0,0,1,0,0,1,0,1,1,0,0,3,120,0
3165,35,1,1,1,35,2,4,0,1,0,0,1,0,1,1,1,1,0,0,1,170,0
3166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,0
3167,45,1,1,1,57,5,4,1,0,0,1,0,2,1,0,1,0,0,0,4,212,0
3168,45,1,1,1,77,2,4,1,0,0,0,0,0,1,0,0,1,0,0,3,232,0
3169,35,1,1,1,92,1,4,0,0,0,1,1,0,1,1,0,0,1,0,3,193,0
3170,45,1,1,1,68,1,4,0,0,0,0,0,3,1,1,0,0,1,0,2,113,0
3171,25,1,1,1,95,0,2,0,0,0,1,1,0,1,1,1,0,0,0,4,200,0
3172,45,1,0,1,24,0,2,0,0,0,0,0,2,0,0,1,0,1,0,3,54,0
3173,45,1,1,1,80,2,1,0,0,0,1,0,3,1,3,1,1,0,0,3,216,0
3174,65,1,1,1,54,0,4,1,0,0,0,0,0,1,4,0,0,1,0,3,154,0
3175,65,1,1,1,35,0,4,0,0,0,0,0,1,1,2,0,0,0,0,1,170,0
3176,75,1,1,1,69,0,4,0,0,0,1,0,0,1,1,0,0,1,0,2,235,2
3177,45,1,1,1,62,2,2,1,1,0,1,1,0,1,4,0,0,1,0,4,616,0
3178,55,1,1,1,80,0,3,0,0,0,1,0,0,0,4,0,0,1,0,3,216,0
3179,55,1,1,1,14,0,4,1,0,0,0,0,2,0,3,0,0,1,0,3,115,3
3180,45,1,1,1,33,0,2,0,1,0,1,1,0,0,2,0,1,0,0,2,296,0
3181,55,0,1,1,89,0,4,0,0,0,0,0,0,0,3,0,0,0,1,3,75,2
3182,35,0,1,1,18,1,4,1,1,0,1,1,0,1,0,0,1,0,0,2,63,6
3183,55,0,1,1,44,2,4,1,0,0,0,0,0,1,1,0,0,1,0,2,260,0
3184,55,1,1,1,67,2,4,0,0,0,1,1,0,0,3,1,0,1,0,2,169,2
3185,25,1,1,1,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,129,0
3186,65,1,1,1,18,0,4,0,1,0,1,0,0,0,3,0,1,0,0,2,63,0
3187,45,1,1,1,76,2,4,0,0,0,0,0,2,1,2,1,1,0,0,3,282,1
3188,55,1,1,1,91,3,4,0,0,0,0,0,0,0,0,0,0,1,0,3,207,0
3189,35,0,1,1,40,5,2,1,0,0,1,1,0,0,3,1,0,1,0,2,76,0
3190,45,1,1,1,35,2,4,0,0,0,0,1,1,0,3,1,1,0,0,1,170,0
3191,55,1,1,1,26,2,4,1,0,0,0,0,0,1,0,1,0,0,0,3,70,0
3192,55,0,1,1,29,2,4,1,1,1,1,1,2,0,1,0,0,1,0,1,188,0
3193,35,1,1,1,62,1,4,0,0,0,1,1,0,1,1,0,0,0,0,4,616,6
3194,35,1,1,1,29,2,2,1,1,0,1,1,0,1,2,0,1,0,0,1,188,0
3195,35,1,1,1,62,2,4,1,1,0,0,0,0,0,3,1,1,0,0,4,616,0
3196,35,1,1,0,2,5,1,1,0,0,1,0,0,0,0,1,0,0,1,3,209,0
3197,55,1,1,1,28,2,4,1,0,0,0,0,0,1,3,1,0,1,0,2,98,0
3198,55,0,1,1,93,1,4,1,1,0,1,0,0,0,1,0,1,0,0,3,242,0
3199,55,1,1,1,57,0,1,0,0,0,0,0,0,1,2,0,1,0,0,4,212,0
3200,45,1,1,1,60,0,2,0,0,0,0,0,3,1,2,0,1,0,0,4,259,0
3201,65,0,1,1,29,0,4,0,0,0,0,1,0,0,0,1,0,1,0,1,188,0
3202,35,1,1,1,11,0,4,1,0,0,0,0,0,1,1,0,1,0,0,3,77,0
3203,25,1,0,1,64,2,4,0,1,0,1,1,0,1,0,0,0,1,0,1,80,0
3204,55,1,0,1,62,0,3,1,0,0,0,0,3,0,3,0,1,0,0,4,616,0
3205,55,1,1,1,38,1,3,1,0,0,1,1,3,1,2,1,1,0,0,4,165,0
3206,35,1,1,1,53,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,51,0
3207,35,1,1,1,33,0,1,1,0,1,1,1,0,0,0,1,0,0,0,2,296,0
3208,45,1,1,1,93,3,4,0,0,0,0,0,3,0,1,0,1,0,0,3,242,1
3209,35,1,1,1,76,1,4,0,0,0,1,1,0,1,0,1,1,0,0,3,282,0
3210,35,1,1,0,59,0,3,0,1,1,1,1,1,0,1,1,1,0,0,4,808,0
3211,25,1,1,1,63,0,4,0,1,0,0,0,0,0,2,0,1,0,0,1,115,0
3212,55,1,1,1,78,3,4,0,0,0,0,0,0,1,0,1,1,0,0,3,238,1
3213,35,0,1,1,22,3,3,0,0,0,0,0,0,0,1,0,0,0,0,1,102,0
3214,35,1,1,1,77,2,4,0,1,0,0,0,0,1,1,1,0,0,0,3,232,1
3215,25,1,0,1,92,2,3,0,0,0,0,0,0,0,1,1,0,1,0,3,193,0
3216,35,1,1,0,3,3,4,0,0,0,1,0,1,1,3,0,1,0,0,1,60,0
3217,55,0,1,1,72,0,4,0,0,0,1,1,1,1,1,1,0,1,0,3,148,1
3218,35,1,1,1,78,3,3,0,0,0,1,0,0,0,0,1,0,1,0,3,238,0
3219,45,1,1,1,45,1,4,0,0,0,1,1,2,1,0,1,1,0,0,3,178,0
3220,55,1,1,1,33,2,4,0,0,0,0,0,0,1,1,1,0,0,0,2,296,5
3221,75,1,1,1,78,0,3,1,0,0,1,1,0,0,1,1,0,1,0,3,238,0
3222,65,1,1,1,62,1,4,0,1,1,0,0,0,1,4,0,1,0,0,4,616,5
3223,45,1,1,1,10,2,4,0,0,0,1,0,0,1,2,1,0,0,0,3,87,4
3224,65,0,1,1,57,1,4,0,1,1,1,0,0,1,1,1,1,0,0,4,212,5
3225,45,1,0,1,22,0,2,1,1,1,1,1,0,1,2,0,1,0,0,1,102,0
3226,35,1,1,1,72,3,4,0,0,0,1,0,2,0,3,0,0,0,0,3,148,0
3227,35,1,1,1,47,2,4,0,0,0,1,0,0,1,3,1,1,0,0,1,53,0
3228,55,1,1,1,47,0,4,0,1,0,1,1,1,1,3,0,0,1,0,1,53,0
3229,35,1,1,1,62,1,4,1,0,0,0,0,2,0,3,1,0,0,0,4,616,0
3230,25,1,1,1,61,0,4,0,0,1,0,0,0,1,0,0,0,1,0,3,70,0
3231,55,1,1,1,34,0,4,0,0,0,1,0,0,0,1,0,0,1,0,4,192,1
3232,35,1,1,1,66,1,3,0,0,0,0,1,0,1,1,1,0,1,0,3,73,0
3233,45,1,1,1,35,1,3,0,1,0,1,0,1,0,3,0,1,0,0,1,170,0
3234,55,1,0,1,3,0,4,1,0,0,1,0,0,1,2,0,1,0,0,1,60,4
3235,55,1,1,1,83,1,4,0,0,0,0,1,0,0,3,1,0,1,0,3,120,1
3236,45,0,1,1,8,1,3,0,0,0,0,0,2,1,0,0,1,0,0,2,82,0
3237,35,1,1,1,91,1,3,0,0,0,0,1,0,1,1,1,0,1,0,3,207,0
3238,35,1,1,1,42,1,4,0,0,0,0,0,0,0,3,1,1,0,0,1,115,0
3239,35,1,1,1,30,3,4,0,0,0,1,1,0,1,1,1,0,1,0,3,124,0
3240,35,1,1,0,93,5,4,0,0,0,0,0,1,0,0,0,0,1,0,3,242,4
3241,45,0,1,1,75,0,1,0,0,0,1,0,1,1,3,1,0,1,0,3,128,0
3242,55,1,1,1,44,0,2,0,1,1,1,1,3,1,2,0,1,0,0,2,260,0
3243,35,1,1,1,60,5,4,0,1,1,1,1,0,1,3,0,1,0,0,4,259,0
3244,35,1,1,1,33,0,4,0,0,0,0,0,0,0,2,0,1,0,0,2,296,0
3245,35,1,1,1,11,1,3,0,0,0,1,0,0,1,3,0,1,0,0,3,77,0
3246,35,1,1,1,36,1,4,0,0,0,0,0,0,1,2,0,1,0,0,2,57,0
3247,25,1,1,1,60,1,3,0,0,0,1,0,0,1,1,1,1,0,0,4,259,0
3248,35,1,0,0,28,1,3,0,0,0,1,1,0,1,0,1,0,1,0,2,98,0
3249,45,1,1,1,91,2,3,0,0,0,0,0,2,0,2,0,1,0,0,3,207,1
3250,25,1,1,1,59,0,4,0,0,0,0,0,0,0,4,1,0,1,0,4,808,0
3251,55,1,1,1,31,3,4,1,0,0,1,0,2,0,2,1,1,0,0,2,200,0
3252,35,1,1,1,59,1,2,0,0,0,0,0,0,1,0,0,0,1,0,4,808,0
3253,35,1,1,1,25,5,1,1,0,0,0,0,2,1,0,1,0,1,0,3,82,0
3254,35,1,1,0,8,0,3,0,0,0,0,0,0,0,3,0,1,0,0,2,82,0
3255,35,1,1,1,44,0,4,0,0,0,0,0,0,0,1,0,0,1,0,2,260,0
3256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,0
3257,45,1,1,1,3,2,4,0,0,0,1,1,0,1,0,0,0,1,0,1,60,0
3258,75,1,1,0,22,0,4,0,0,0,0,0,1,0,3,0,1,0,0,1,102,1
3259,35,1,0,1,34,2,4,0,0,0,1,1,0,0,3,0,1,0,0,4,192,1
3260,65,0,1,1,57,2,4,0,0,0,1,0,1,1,0,1,0,1,0,4,212,2
3261,25,1,1,1,86,0,4,0,1,0,1,0,0,0,0,0,1,0,0,2,103,8
3262,35,1,1,1,75,0,4,0,0,0,0,0,0,1,4,0,1,0,0,3,128,0
3263,45,1,0,0,76,2,4,0,0,0,1,0,3,1,3,1,0,1,0,3,282,0
3264,35,1,1,1,66,1,2,0,0,0,0,0,0,1,1,1,1,0,0,3,73,0
3265,25,1,1,1,17,0,4,0,0,0,0,1,0,0,1,1,0,1,0,3,106,0
3266,35,1,1,1,13,0,2,0,0,0,0,0,0,0,1,0,1,0,0,2,216,0
3267,55,0,1,1,70,2,4,0,0,0,0,0,0,0,3,1,0,0,0,1,55,0
3268,45,1,1,0,57,0,4,1,1,1,1,0,0,0,3,0,0,1,0,4,212,0
3269,35,1,1,1,55,0,4,0,0,0,0,0,0,1,1,0,0,0,0,3,51,0
3270,35,1,1,1,91,1,3,0,0,0,0,0,0,1,0,0,1,0,0,3,207,0
3271,45,1,1,1,91,0,4,1,0,0,0,0,0,1,4,1,0,0,0,3,207,0
3272,25,0,1,1,61,0,2,0,0,0,0,0,0,1,1,0,1,0,0,3,70,0
3273,35,1,1,1,77,5,4,0,0,0,0,0,0,0,1,1,1,0,0,3,232,0
3274,35,1,1,1,91,5,4,0,1,0,1,1,0,1,1,0,1,0,0,3,207,0
3275,35,0,1,1,92,2,3,0,0,0,0,0,0,0,1,0,0,0,1,3,193,0
3276,35,1,1,1,6,2,4,0,0,0,0,0,0,1,2,0,1,0,0,4,129,0
3277,45,1,1,1,45,2,4,1,0,0,0,0,0,0,3,1,0,0,0,3,178,0
3278,65,0,0,1,64,2,4,0,1,1,1,1,0,1,2,1,0,1,0,1,80,0
3279,55,1,1,1,95,1,4,0,1,0,1,1,1,1,0,0,0,1,0,4,200,2
3280,55,1,1,1,59,3,4,1,0,0,1,0,0,1,3,1,0,0,0,4,808,1
3281,45,1,1,1,40,2,4,0,0,0,1,1,3,1,4,1,1,0,0,2,76,0
3282,45,1,1,1,69,2,4,1,0,0,1,1,0,0,3,1,1,0,0,2,235,2
3283,25,1,0,1,44,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2,260,0
3284,35,1,1,1,39,1,4,0,1,0,1,1,0,1,0,0,1,0,0,3,45,0
3285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,0
3286,25,1,1,1,69,0,2,0,0,0,1,1,0,1,0,0,1,0,0,2,235,0
3287,35,1,1,1,59,0,4,0,0,0,0,0,0,1,0,1,1,0,0,4,808,4
3288,55,1,1,1,30,2,4,0,1,0,1,1,0,1,0,1,0,1,0,3,124,1
3289,45,0,1,1,67,1,4,0,0,0,0,0,1,0,0,0,1,0,0,2,169,0
3290,25,1,1,1,33,2,4,0,1,0,1,0,1,1,2,0,1,0,0,2,296,0
3291,45,1,1,1,59,2,4,0,1,1,1,1,3,0,1,0,0,0,0,4,808,0
3292,35,1,1,1,78,2,4,1,1,0,1,1,0,0,0,0,0,1,0,3,238,0
3293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,0
3294,35,1,0,1,93,1,3,0,0,0,0,0,0,0,0,0,1,0,0,3,242,0
3295,25,1,1,1,59,0,4,0,1,1,1,1,0,0,1,0,0,1,0,4,808,0
3296,45,1,1,1,33,3,4,1,0,0,1,1,0,1,2,1,0,0,0,2,296,9
3297,65,1,1,1,83,0,4,1,1,0,1,0,1,1,1,1,1,0,0,3,120,0
3298,35,1,1,1,59,0,3,1,0,0,0,0,0,1,0,0,1,0,0,4,808,0
3299,55,1,1,1,16,0,4,0,0,0,1,0,0,1,2,1,1,0,0,2,60,0
3300,45,1,1,1,65,1,4,1,0,0,0,0,2,1,2,1,1,0,0,1,19,0
3301,55,0,1,1,57,5,4,0,0,1,1,0,0,0,3,0,0,0,0,4,212,0
3302,55,0,1,1,57,0,4,0,0,0,0,0,0,0,1,0,0,1,0,4,212,0
3303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,0
3304,45,1,1,1,75,0,4,1,0,0,0,0,0,0,0,0,1,0,0,3,128,1
3305,35,1,1,1,29,1,4,1,0,0,0,0,0,0,3,1,1,0,0,1,188,0
3306,25,1,1,1,59,2,2,0,0,0,1,1,0,1,0,0,0,1,0,4,808,0
3307,45,1,1,1,95,3,4,0,0,0,0,0,0,0,2,0,1,0,0,4,200,0
3308,55,1,1,1,42,2,2,1,0,0,0,0,1,1,0,1,0,0,0,1,115,0
3309,35,1,1,1,95,2,4,0,1,0,1,1,0,0,0,1,0,1,0,4,200,0
3310,25,1,1,0,59,0,4,0,0,0,0,0,0,0,1,1,0,1,0,4,808,0
3311,35,1,1,1,95,1,4,1,0,0,0,0,2,1,0,1,0,1,0,4,200,0
3312,35,1,1,1,31,2,4,1,0,0,1,1,0,0,3,1,1,0,0,2,200,1
3313,75,1,1,1,34,0,3,1,0,0,0,1,0,1,0,0,0,1,0,4,192,0
3314,45,1,1,1,60,0,2,0,0,0,1,0,0,1,2,0,1,0,0,4,259,0
3315,45,1,0,0,85,2,4,1,1,0,1,1,0,1,3,1,0,1,0,2,121,0
3316,35,1,1,1,31,2,4,0,0,0,1,1,0,1,1,0,0,1,0,2,200,0
3317,35,1,1,1,59,2,2,0,0,0,0,1,1,1,2,0,0,1,0,4,808,0
3318,55,1,1,1,85,0,4,0,1,1,1,1,0,0,2,0,0,1,0,2,121,2
3319,75,1,1,1,27,0,4,1,0,0,0,0,0,1,3,0,1,0,0,3,150,1
3320,35,1,1,1,94,0,4,1,0,0,0,0,1,1,1,0,1,0,0,3,199,0
3321,25,1,0,1,54,0,4,0,0,0,0,0,0,1,1,0,1,0,0,3,154,0
3322,25,1,1,1,2,0,4,0,0,0,0,0,0,1,0,0,1,0,0,3,209,1
3323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,0
3324,25,1,1,1,11,1,3,1,0,0,0,0,0,1,3,1,0,1,0,3,77,0
3325,35,0,0,1,44,2,3,1,0,0,1,0,0,0,0,1,0,1,0,2,260,0
3326,35,1,1,1,25,3,4,0,0,0,0,0,0,0,3,1,0,0,0,3,82,0
3327,45,1,1,1,77,3,4,1,1,0,1,1,0,1,1,0,0,1,0,3,232,0
3328,45,1,1,0,30,3,2,1,0,0,0,0,0,0,0,1,1,0,0,3,124,0
3329,25,1,1,1,85,2,4,0,1,0,1,0,0,1,0,1,1,0,0,2,121,0
3330,55,1,1,1,6,2,4,1,0,0,0,0,1,1,3,1,0,0,1,4,129,5
3331,55,1,1,1,26,2,4,1,0,0,0,1,0,1,1,1,0,1,0,3,70,1
3332,75,1,1,1,33,0,4,1,1,0,1,1,3,0,3,0,0,1,0,2,296,0
3333,65,1,1,1,61,0,4,0,1,0,0,1,0,1,3,0,0,1,0,3,70,3
3334,45,1,1,0,44,2,4,1,0,0,0,0,0,0,0,0,1,0,0,2,260,0
3335,45,1,1,1,68,2,4,0,0,0,1,0,1,1,2,1,0,1,0,2,113,0
3336,35,0,1,1,77,2,2,0,0,0,0,0,0,1,0,1,1,0,0,3,232,0
3337,65,1,1,1,89,0,4,0,0,1,1,1,0,0,0,0,1,0,0,3,75,0
3338,55,1,1,1,17,1,4,0,0,0,0,0,0,1,4,0,1,0,0,3,106,0
3339,35,1,1,0,13,3,4,0,1,0,1,1,1,0,0,0,1,0,0,2,216,0
3340,35,1,1,1,62,1,3,0,1,0,1,1,0,1,4,0,0,1,0,4,616,0
3341,45,0,1,1,69,0,4,1,0,0,0,0,2,0,1,0,0,1,0,2,235,0
3342,45,1,1,1,83,1,2,0,0,0,0,0,1,1,3,1,0,1,0,3,120,0
3343,55,1,1,1,10,0,4,0,0,0,0,0,2,0,4,0,0,0,0,3,87,4
3344,45,1,1,1,94,1,4,0,0,0,0,0,3,1,0,0,1,0,0,3,199,0
3345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,0
3346,25,1,1,1,71,1,4,0,0,0,1,1,0,0,0,0,0,1,0,2,79,0
3347,55,1,1,1,94,0,4,0,1,0,0,1,0,1,2,0,1,0,0,3,199,0
3348,55,1,1,1,49,0,4,1,0,1,1,1,1,1,2,1,0,0,1,1,126,0
3349,35,1,1,1,28,1,4,0,0,0,0,0,0,0,0,1,1,0,0,2,98,2
3350,45,1,1,1,62,0,4,0,0,0,1,1,1,1,0,0,0,1,0,4,616,2
3351,45,1,1,1,59,0,4,0,0,0,1,1,0,0,0,1,1,0,0,4,808,1
3352,65,1,1,1,51,0,4,0,0,0,1,0,0,1,2,1,1,0,0,2,168,2
3353,55,1,1,1,33,1,4,0,0,0,1,1,1,1,3,0,0,0,0,2,296,0
3354,25,1,1,1,57,3,2,0,1,0,0,0,0,0,1,0,1,0,0,4,212,0
3355,65,1,1,1,59,0,4,0,0,0,1,0,0,1,0,1,1,0,0,4,808,0
3356,35,1,0,1,77,5,4,1,0,0,0,0,2,0,0,0,1,0,0,3,232,0
3357,35,1,1,1,79,1,3,0,0,0,1,1,1,1,4,0,1,0,0,2,70,0
3358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,0
3359,55,1,1,1,63,1,2,0,0,0,1,1,0,1,3,1,0,0,1,1,115,0
3360,65,1,1,1,92,1,4,1,0,0,1,0,2,1,0,0,1,0,0,3,193,0
3361,35,1,1,1,14,0,4,1,0,0,0,0,0,1,1,1,0,1,0,3,115,0
3362,35,1,0,0,75,0,1,1,0,0,0,0,1,0,1,0,1,0,0,3,128,0
3363,55,1,1,1,31,0,4,1,0,0,0,0,0,0,2,1,0,1,0,2,200,3
3364,35,1,1,1,3,1,4,1,0,0,0,0,0,0,4,1,0,1,0,1,60,3
3365,45,1,1,1,59,1,4,0,0,0,1,1,2,1,2,1,0,1,0,4,808,0
3366,45,1,1,1,23,0,4,0,0,0,1,0,0,1,2,0,0,1,0,1,15,1
3367,45,1,1,1,35,1,4,0,0,0,0,0,3,1,2,1,1,0,0,1,170,0
3368,35,1,1,1,57,0,1,0,0,0,0,0,1,0,1,0,0,1,0,4,212,0
3369,35,1,1,1,17,2,3,0,0,0,0,0,0,1,3,0,1,0,0,3,106,0
3370,45,1,1,1,69,1,4,1,0,0,1,1,1,1,3,0,0,0,0,2,235,5
3371,25,1,1,1,63,0,4,0,1,0,0,0,0,1,0,0,1,0,0,1,115,1
3372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,0
3373,25,1,0,1,53,0,2,1,0,0,0,0,0,1,3,0,0,1,0,1,51,0
3374,35,1,1,1,49,2,2,1,0,0,1,0,1,0,2,0,1,0,0,1,126,0
