userId,age,gender,registrationDate,languageCode,countryCode,emailContactable,postalContactable,postalCode,numberChildren,lastActivityDate,reactivationValue,toothBrushType,detergentType,MrPropreTrier,AntikalTrier,ArielTrier,DashTrier,scentLover,petOwner,ecoInterest,closestShop,washDishes
use_3KRduFSmzwf5W07FStR1TZTwc3G,26,F,2014-08-31T00:00:00Z,fr,FRA,True,True,77680,1,2021-04-22T21:23:24.890101Z,Lapsed,Manual,Pods,,,Known Trier,Known Trier,NonUser,No - maybe future,Low,,Hand
use_R4BAQqkrFHN5XLYuKWf1Tze2ePg,32,F,2017-11-20T18:30:43Z,fr,FRA,True,True,62110,1,2020-12-17T18:36:13.650764Z,Active,Manual,Pods,,,,,Low,No - maybe future,,,Hand
use_PnSQ5O4gxDMQQuCz1qA1TzdpNJS,46,F,2017-02-01T13:05:32Z,fr,FRA,True,False,38130,2,2021-04-24T09:13:11.264891Z,Active,Manual,Liquid,Known Trier,,Known Trier,,High,Yes,Low,,Hand
use_KUOqpLixOpYmglv27iL1Tzdh1b1,53,F,2017-07-13T10:01:09Z,fr,FRA,True,True,91160,0,2021-05-24T12:48:59.448495Z,Active,Manual,Liquid,,,Known Trier,,High,Yes,Medium,,Hand
use_i3KGCs1xCWs3D4haGrM1Tzdk3Yi,24,F,2016-02-05T17:27:13Z,fr,FRA,True,True,86000,0,2020-06-02T09:54:05.23606Z,Active,Manual,Liquid,,,,,,Yes,Low,,Hand
use_msSSPXkwsDV0cM0dVRT1TzdTX4b,27,F,2018-02-05T18:17:00Z,fr,FRA,True,False,88630,1,2020-07-03T10:46:03.809459Z,Lapsed,Manual,Pods,,,Known Trier,,NonUser,Yes,Low,1. Magasin de Proximit�,Auto
use_ErMrJEa3CloptdbbmVR1Tzdq5k1,72,F,2015-01-24T00:00:00Z,fr,FRA,True,True,29830,0,2021-03-04T09:53:15.70297Z,Active,Manual,Liquid,,,,,,No - maybe future,,,Hand
use_jQ5i2UHzenpanjKcc4Y1Tzdkxfe,50,F,2017-09-26T05:53:57Z,fr,FRA,True,True,85120,1,2020-09-11T05:45:32.316246Z,Lapsed,Manual,Liquid,,,Known Trier,Known Trier,,No - maybe future,Medium,,Auto
use_k9EbWXotMl8eUJPIRdA1TzehySi,32,F,2018-09-02T05:08:39Z,fr,FRA,True,False,92130,1,2021-02-11T08:28:34.54369Z,Active,Manual,Liquid,Known Trier,,Known Trier,,,No,,3. SuperMarket,Auto
use_LqnWJPPV71jNKRetjdu1TzdvJ0C,82,F,2007-12-11T00:00:00Z,fr,FRA,True,True,27950,,2021-05-26T16:20:39.745243Z,Active,Manual,Liquid,,,Known Trier,,Low,No,Low,,Hand
use_yMyO1H2bDd8xrnpJaTY1TzdX7uW,71,F,2011-04-18T00:00:00Z,fr,FRA,True,True,59286,0,2021-05-26T08:08:48.296308Z,Active,Manual,Liquid,Known Trier,,,Known Trier,,No - maybe future,,,Auto
use_4m1hN9y2VWHjRQVrKn51TzdR4uw,21,F,2018-07-30T07:15:20Z,fr,FRA,True,True,62223,0,2020-06-12T12:17:04.366066Z,Lapsed,Manual,Pods,,,,,NonUser,Yes,Low,,Auto
use_UqAavG47wWMkQ9hq2YA1TzdilA8,51,F,2010-04-28T00:00:00Z,fr,FRA,True,True,34500,2,2020-07-22T12:22:04.701016Z,Active,Manual,Liquid,,,,,,Yes,Medium,,Auto
use_qTuz6rTUNM4P4fWVAYA1Tze9tQF,52,F,2011-02-13T00:00:00Z,fr,FRA,True,True,62176,1,2021-05-23T09:50:03.878442Z,Active,Manual,Liquid,,,Known Trier,Known Trier,NonUser,No - maybe future,High,,Hand
use_pK3hiiGembreB741WQw1TzeEhGf,31,F,2018-02-27T12:10:46Z,fr,FRA,True,True,57970,1,2021-02-18T09:14:36.916679Z,Active,Manual,Pods,Known Trier,,Known Trier,Known Trier,NonUser,No - maybe future,Low,,Auto
use_bqncQiVLJiHU543dU131TzdgpJB,57,F,2015-11-22T15:13:31Z,fr,FRA,True,True,59600,0,2020-10-28T18:23:09.996535Z,Active,Manual,Liquid,,,,,,Yes,,,Auto
use_nHFy9roMFNzY9UmFaIs1U9adQWe,37,F,2019-10-20T22:05:44Z,fr,FRA,True,True,06300,,2020-12-02T07:20:34.294858Z,Active,,Liquid,Known Trier,,Known Trier,,Low,Yes,,,Hand
use_mSu2M2ddOU44HNUdkGg1TzdXe5u,39,F,2019-07-07T07:52:58Z,fr,FRA,True,True,27500,1,2020-09-09T06:56:51.022325Z,Active,Electric,Liquid,,Known Trier,Known Trier,Known Trier,NonUser,Yes,,,Hand
use_yjR3BvKZAR9kBVGFqgO1TzeB2wu,31,F,2015-07-16T20:14:09Z,fr,FRA,False,True,59380,0,2020-06-26T18:19:43.031266Z,Lapsed,Electric,Pods,,,,,,Yes,High,,Hand
use_KqqB6vqxXQ3wjBpzdC81TzdaNsJ,33,F,2015-04-02T15:39:34Z,fr,FRA,True,True,51700,4+,2020-04-14T13:01:28.679107Z,Dormant,Manual,Pods,,,,,NonUser,No - maybe future,High,5. Drive,Auto
use_OFIHUyu3bBUx1pLJ2691Tze0H9W,30,F,2014-11-26T00:00:00Z,fr,FRA,True,True,76890,1,2021-05-19T16:30:12.892687Z,Active,Electric,Pods,Known Trier,,Known Trier,Known Trier,NonUser,No - maybe future,Low,,Auto
use_rtkwu4wt0CbSZVupUSh1Tze5a2C,51,F,2018-01-16T12:59:31Z,fr,FRA,False,True,29150,0,2020-08-07T09:14:15.519078Z,Lapsed,Manual,Pods,,,,,High,No - maybe future,Medium,,Hand
use_l4q1irpavPMqczFjVuL1TzdnqBO,55,F,2018-04-26T17:02:23Z,fr,FRA,True,True,59210,2,2021-05-11T18:50:11.967158Z,Active,Electric,Pods,,,Known Trier,,Medium,Yes,Low,6. Hard Discounter,Auto
use_zS13mb4GRpJfK3honwL1TzeAooE,28,F,2016-04-15T10:01:56Z,fr,FRA,True,True,45000,2,2020-12-28T17:51:20.338054Z,Active,Manual,Pods,Known Trier,,,,,No,Low,,Hand
use_5hJHEdB14ENoNIojKr31TzcksAQ,65,F,2007-05-28T00:00:00Z,fr,FRA,True,True,81390,2,2021-05-29T06:26:24.907976Z,Active,Electric,Pods,,,Known Trier,,,Yes,Low,,Auto
use_JdpghvDrUG4j4XTGJVs1TzcP47n,56,M,2015-06-25T00:00:00Z,fr,FRA,True,True,13012,,2021-05-19T06:46:21.156532Z,Active,,,,,,,,Yes,Low,,Auto
use_Yu5vHpyGGwtcT3FG5o11Tzdtqkx,38,F,2013-03-28T00:00:00Z,fr,FRA,False,True,66000,1,2021-04-28T12:58:55.377157Z,Lapsing,Electric,Liquid,,,Known Trier,,,Yes,Low,,Hand
"use_umiU02QdodHXMYGzMb81Tzdq30y,62,M,2010-05-04T00:00:00Z,fr,FRA,True,True,59128,1,2021-05-29T03:43:51.503164Z,Active,Manual,Liquid,,,,Known Trier,,""No, we love animals but no pets here for now"",High,,Hand"
use_qLVoW3FmZrYQAvPoeC31TzdbPoA,39,F,2015-04-02T18:51:42Z,fr,FRA,True,True,27520,4+,2021-01-22T17:29:23.685371Z,Active,Manual,Liquid,,,Known Trier,,,Yes,Very high,,Auto
use_iwQsexsAaMiJ77nq83q1TzgOirj,45,F,2017-12-30T16:34:04Z,fr,FRA,True,True,64250,1,2020-06-08T10:40:45.154447Z,Active,Electric,Liquid,,,Known Trier,Known Trier,Low,Yes,High,3. SuperMarket,Auto
use_gzJQqFOzQrc6QcqL5Ew1Tzdp75x,28,F,2019-07-16T09:50:51Z,fr,FRA,True,True,59320,2,2020-12-05T16:09:14.107088Z,Active,Manual,Pods,,,,,,Yes,,,Hand
use_eXq4mIkija7ArKCgtKn1Tzdp84s,58,F,2014-07-04T00:00:00Z,fr,FRA,True,True,66130,0,2021-05-18T08:17:22.872728Z,Active,,Powder,,,,,Low,Yes,Very high,,Auto
use_p8o92hFZurJf4PmLtse1Tzdfm1W,44,F,2006-08-24T00:00:00Z,fr,FRA,True,True,44270,1,2021-05-29T14:03:50.230511Z,Active,Manual,Liquid,,,,,,Yes,Medium,,Hand
use_HwHqe7HtKbarvuW8yQO1TzeAyu7,52,F,2007-05-28T00:00:00Z,fr,FRA,False,True,34140,1,2020-12-13T19:41:45.571528Z,Lapsing,Manual,Pods,,,Known Trier,,Low,Yes,Low,,Hand
use_nQrFp2RbFZJKspld1IX1Tzdp4mG,49,F,2013-08-25T00:00:00Z,fr,FRA,True,True,59150,3,2021-05-18T10:54:44.69873Z,Active,Manual,Pods,,Known Trier,Known Trier,Known Trier,Low,Yes,High,,Hand
use_ah9X29caqtnDGHJUf4y1TzfiXAK,55,F,2010-01-17T00:00:00Z,fr,FRA,True,True,38190,0,2021-03-09T14:30:03.412563Z,Active,Manual,Liquid,,,,,Low,No,High,,Hand
use_DKK75QPTFiLb9asevo51Tzch8Y2,26,F,2005-11-28T00:00:00Z,fr,FRA,True,True,56130,1,2021-04-08T11:04:38.359341Z,Lapsed,Manual,Pods,,,Known Trier,,,Yes,Low,,Auto
use_9Rvs6oKAeU7gkKuXvi51TzduWzL,43,F,2010-08-07T00:00:00Z,fr,FRA,True,True,85300,2,2021-05-13T20:52:57.794491Z,Active,Manual,Powder,,,,,Medium,Yes,High,,Auto
use_jaiqLCjgxqBU9Z1TexZ1TzdkPNl,44,F,2014-04-16T00:00:00Z,fr,FRA,True,True,62500,1,2021-05-24T17:07:52.807929Z,Active,Electric,Pods,,,Known Trier,,Medium,Yes,High,,Hand
use_uaYnwC2TSdXId2B0Qvs1TzeAV7H,49,F,2005-07-28T00:00:00Z,fr,FRA,True,True,83150,1,2021-05-19T08:46:45.452419Z,Active,Manual,Pods,,,,Known Trier,,Yes,High,,Auto
use_9pnPBFX0MVXrdvE0QUf1TzeD0Pr,25,F,2018-07-17T09:28:35Z,fr,FRA,True,True,34540,1,2021-03-09T19:34:13.90799Z,Dormant,Manual,Pods,,,,,NonUser,No - maybe future,,,Hand
use_hcvMFKVfbi4GUGhgk8U1Tzdcm8E,27,F,2019-09-20T06:30:30Z,fr,FRA,False,False,62000,1,2021-03-07T17:19:59.929463Z,Active,Manual,Liquid,,,,,,Yes,,,Hand
use_AzesUlsxHIQ2Qjvd3Je1TzdfEZB,38,F,2008-03-24T00:00:00Z,fr,FRA,True,True,95330,2,2020-09-02T10:48:11.387564Z,Active,Manual,Liquid,,,,,,Yes,,,Auto
use_CSXkD14NAf9FwsnAKHJ1TzdfWrj,42,F,2015-09-14T05:00:50Z,fr,FRA,True,True,59100,2,2021-03-18T15:46:42.262135Z,Lapsing,Electric,Liquid,,,,,High,No - maybe future,,,Hand
use_ZJrG4nDVRI7jz32zPkg1Tzdx6bz,56,F,2015-01-18T00:00:00Z,fr,FRA,True,False,30210,0,2021-04-21T15:03:54.450626Z,Active,Manual,Pods,Known Trier,,Known Trier,Known Trier,,No - maybe future,,,Auto
use_rcPuMotpaluXMphgSgg1TzeBqyQ,47,M,2010-01-27T00:00:00Z,fr,FRA,True,True,25170,0,2020-08-21T16:56:01.458169Z,Lapsed,Manual,Liquid,,,,,,No - maybe future,Low,,Hand
use_YNj4Z61SDnJCMRO1dvd1TzdTqs8,38,F,2015-08-18T18:02:02Z,fr,FRA,True,True,85190,2,2021-05-20T06:55:28.634094Z,Active,Manual,Liquid,,,Known Trier,Known Trier,,Yes,Medium,,Hand
use_Df5tZ8Atxg73xKxTtqe1Tzddbta,66,F,2015-11-07T11:02:08Z,fr,FRA,True,True,66000,0,2020-06-12T13:05:01.759006Z,Active,,,,,Known Trier,Known Trier,,Yes,Low,,Hand
use_8GuDirB6ItQaqnTi7IV1U9bAIsT,43,F,2019-11-19T19:23:21Z,fr,FRA,True,True,75017,2,2021-02-28T09:58:44.823819Z,Active,Manual,Pods,,,,,High,No - maybe future,,,Hand
use_MJHkxQGdPKf87uporEy1TzddyGZ,66,M,2018-02-21T10:42:36Z,fr,FRA,True,True,11250,0,2021-05-22T08:26:07.157286Z,Active,Manual,Liquid,,,Known Trier,,,No - maybe future,Low,6. Hard Discounter,Auto
use_R4uCa4OJJkF9Ehwl4ji1TzcWNIr,34,F,2007-05-24T00:00:00Z,fr,FRA,True,True,30900,2,2021-05-22T06:47:47.44948Z,Dormant,Electric,Liquid,,,,,Low,No - maybe future,,,Hand
use_aYVNJK1wvq4KWkhhaEy1Tzdc7gU,34,F,2015-04-07T16:12:45Z,fr,FRA,True,True,29600,1,2021-05-23T16:16:23.279036Z,Lapsing,Manual,Pods,,,,,NonUser,Yes,Low,,Auto
use_VI4Tu05J6WqQ3HnCIz31TzeENfv,49,F,2016-08-30T20:36:21Z,fr,FRA,True,True,44150,3,2020-05-27T11:03:16.338625Z,Active,Manual,Pods,,Known Trier,Known Trier,,,Yes,,,Hand
use_pBp97PdBeJVek60HiEG1TzevLdG,43,M,2015-10-17T12:09:01Z,FR,FRA,True,True,57600,1,2020-08-23T02:32:36.526971Z,Active,Manual,Powder,,,,,,Yes,Low,,Hand
use_HmYf6SSUXX5Loauj4g61Tze0EJ1,50,F,2009-07-17T00:00:00Z,fr,FRA,False,True,71000,0,2020-07-25T17:07:14.104512Z,Lapsed,Electric,Liquid,,,,,,No - maybe future,Medium,,Hand
use_s2cH4ln5mYKxX6IWZZJ1Tzdh38i,29,F,2016-01-14T20:29:38Z,fr,FRA,True,True,12260,0,2021-05-28T14:45:12.771037Z,Active,Manual,Liquid,Known Trier,,Known Trier,Known Trier,,No - maybe future,,,Hand
use_4aatqdJJnnrMAytkN3A1Tze1fXG,31,F,2015-05-06T17:16:31Z,fr,FRA,False,False,62800,2,2020-12-27T08:24:49.322675Z,Lapsed,Manual,Liquid,,,,,NonUser,Yes,High,5. Drive,Auto
use_fJSCVV2T3lnBiHMtNI91Tze23CE,49,F,2005-07-28T00:00:00Z,fr,FRA,True,True,91420,1,2021-05-20T14:17:34.714812Z,Active,Electric,Pods,,,Known Trier,Known Trier,Low,Yes,,,Hand
use_5dsXtdjrTm27r8W4RtR1TzdhHJS,39,F,2014-11-07T00:00:00Z,fr,FRA,True,True,44200,1,2021-05-10T09:31:44.446835Z,Active,Manual,Pods,Known Trier,,Known Trier,,,No,,,Hand
use_9Uc388DsIhgNJCJnycK1TzePcAx,54,M,2013-05-20T00:00:00Z,fr,FRA,True,True,62170,0,2021-04-07T05:40:58.608189Z,Active,Manual,Pods,,,,,Medium,No - maybe future,Low,3. SuperMarket,Hand
use_w4LvWWakRd1RFDuPcmJ1Tzde2s5,37,M,2014-09-25T00:00:00Z,FR,FRA,True,True,45380,,2020-08-22T09:29:20.976054Z,Lapsing,,,,,,,Low,Yes,High,,Hand
use_PteJzxDBuqsaYVlNm471TzdN3oC,71,F,2009-12-20T00:00:00Z,fr,FRA,True,True,28600,1,2021-05-26T05:15:05.96363Z,Active,Manual,Pods,Known Trier,,Known Trier,Known Trier,,Yes,,,Hand
use_g0rz5Ba0utRlXjFiisA1Tzdl7MY,46,F,2019-07-31T13:06:31Z,fr,FRA,True,True,17810,1,2020-09-04T13:12:12.207928Z,Lapsing,Manual,Liquid,,,,,High,Yes,,,Auto
use_qWF7xhTMOpCnkcsjMV11TzdMncR,27,F,2019-08-11T18:00:01Z,fr,FRA,True,True,46000,2,2021-05-23T13:18:19.332024Z,Active,Electric,Pods,Known Trier,Known Trier,Known Trier,Known Trier,NonUser,No,,,Hand
use_fdsG7GXuUe3g9smudXi1Tzdsjoa,37,F,2008-05-27T00:00:00Z,fr,FRA,True,True,71200,1,2021-05-05T13:30:23.348882Z,Active,Manual,Liquid,,,,,High,Yes,High,6. Hard Discounter,Hand
use_4SrL7teaQwSpqJDyvby1TzdkVwh,49,F,2006-08-31T00:00:00Z,fr,FRA,True,False,05000,0,2021-05-29T10:29:17.863077Z,Active,Electric,Liquid,,,Known Trier,Known Trier,,Yes,,,Auto
use_MI7lQCRoT2k5j9DsDBf1TzdnEdJ,57,F,2017-11-11T21:02:49Z,fr,FRA,True,True,27430,2,2021-05-13T12:31:25.006165Z,Active,Manual,,,,Known Trier,Known Trier,Medium,Yes,Medium,,Auto
use_Xr43hvNdfa0NmR9Lki51TzdhHTo,29,F,2016-06-28T16:21:25Z,fr,FRA,True,True,51100,0,2021-03-30T12:16:36.948118Z,Active,Electric,Liquid,,,Known Trier,,NonUser,Yes,Very high,,Hand
use_RdZd2H1ZfBEjV0gQk0x1Tze3IdZ,50,F,2010-01-26T00:00:00Z,fr,FRA,True,True,59210,0,2021-03-27T06:11:02.543556Z,Lapsed,Manual,Pods,Known Trier,,Known Trier,Known Trier,Low,No - maybe future,High,,Hand
use_M6cxvwaSNxy24DrwURB1TzdPqfU,55,F,2015-04-18T09:27:42Z,fr,FRA,True,True,20290,2,2021-04-07T13:32:59.087121Z,Active,Manual,Pods,Known Trier,Known Trier,Known Trier,Known Trier,,No - maybe future,High,,Auto
use_NAXuSSOc2YNpoZrJzOc1Tzdghsb,36,F,2017-07-11T11:33:25.000000Z,fr,FRA,True,True,45210,,2020-11-16T09:42:31.618557Z,Active,Manual,Liquid,,,,,,No - maybe future,,,Hand
use_ANZ1C9zx4FsvsC80z1N1TzdoWRk,63,F,2016-06-06T14:33:58Z,fr,FRA,True,True,39100,0,2021-05-29T08:24:33.132831Z,Active,Manual,Liquid,,,Known Trier,,NonUser,No - maybe future,High,3. SuperMarket,Hand
use_U1KY5bwX9prG6jE45yI1TzdiI8F,54,F,2017-10-27T10:36:00Z,fr,FRA,True,True,62290,1,2020-12-29T06:05:06.485368Z,Active,Manual,Liquid,,,,,Medium,Yes,High,,Hand
use_rflFNCKNl8KezuiWyre1TzeKP1W,43,F,2019-06-15T16:12:30Z,fr,FRA,True,True,45700,4,2020-09-12T06:17:03.788253Z,Active,Manual,Liquid,Known Trier,,Known Trier,Known Trier,Low,Yes,,,Auto
use_7rH1hORYhQL3wBnobOl1Tzft2ha,36,F,2006-06-30T00:00:00Z,fr,FRA,False,False,86800,2,2021-05-06T18:41:01.991092Z,Active,Electric,Pods,Known Trier,,Known Trier,,,No - maybe future,Low,,Hand
use_8wudVoocCCJGbggn4dk1Tzgf8nk,23,F,2016-08-27T19:05:04Z,fr,FRA,False,True,25520,1,2021-05-15T17:32:17.408461Z,Active,Electric,Powder,,,,,,No - maybe future,,,Hand
use_OXgdM62imMBPsgLGSak1Tzdy1vv,38,F,2019-01-29T01:01:51Z,fr,FRA,True,True,45520,4+,2020-05-18T21:30:14.357624Z,Dormant,Manual,Liquid,,,Known Trier,Known Trier,NonUser,No - maybe future,,3. SuperMarket,Hand
use_2Vx7B10hAfDM3XZnG581TzdfrV8,48,M,2007-05-28T00:00:00Z,fr,FRA,True,True,08700,4+,2021-05-11T08:06:45.924994Z,Active,Electric,Pods,,,Known Trier,Known Trier,,Yes,,5. Drive,Auto
use_KGd8XmpoPMicuLL1y8f1TzeY1Nj,36,F,2017-11-24T17:03:17Z,fr,FRA,True,True,59222,0,2020-08-31T18:29:42.387356Z,Active,Manual,Liquid,,,,,Low,Yes,High,,Auto
use_hzRTmQHsX31Gv9oV3GH1Tzdft1w,30,F,2015-10-14T22:38:07Z,FR,FRA,True,True,27380,2,2021-01-04T13:09:13.352741Z,Active,Electric,Liquid,,,,,NonUser,Yes,High,,Hand
use_eIfS0ROtbtEfaqmDiJ61TzdgopA,52,F,2006-03-20T00:00:00Z,fr,FRA,False,False,69002,1,2020-10-08T10:27:29.905335Z,Lapsed,Electric,Powder,,,Known Trier,Known Trier,,Yes,High,,Hand
use_kIqqJQLMSYWWwbQLmg11Tzdd6Ef,45,F,2014-08-31T00:00:00Z,fr,FRA,True,True,72000,2,2021-04-02T11:49:10.923745Z,Active,Electric,Liquid,,,,,Low,No - maybe future,High,5. Drive,Auto
use_qgO205dMVy47WmUu9EM1TzdSRRM,48,F,2017-11-17T18:20:24Z,fr,FRA,True,True,33140,0,2020-07-22T20:06:18.025065Z,Active,Electric,Liquid,,,,,,Yes,High,,Auto
use_cjdYmbmyjpwpBo8lY4v1TzdwHZl,39,F,2006-09-26T00:00:00Z,fr,FRA,True,True,93320,1,2020-10-09T13:21:27.304789Z,Active,Manual,Liquid,,,,,High,Yes,Low,,Hand
use_ymoAS72D90wh4xG2I2F1TzeFrY1,24,F,2019-09-01T12:43:01Z,fr,FRA,False,True,78600,0,2021-05-05T12:24:56.572548Z,Active,Manual,Pods,,,,,,No - maybe future,,,Hand
use_1sppfVaQHViE0ToFyzm1TzeEnb3,41,F,2014-11-18T00:00:00Z,fr,FRA,True,True,86000,2,2020-10-26T18:03:34.731824Z,Active,Manual,Pods,,,,,,Yes,Medium,,Hand
use_qxLdy933CoGmT8rY0tm1TzddyXd,37,M,2015-09-02T17:53:55Z,fr,FRA,True,True,93290,3,2020-04-17T08:49:29.984033Z,Lapsed,Electric,Liquid,,,Known Trier,Known Trier,,No - maybe future,Low,,Auto
use_twUQRMtSoxgL15QGLZl1Tze20UZ,21,F,2019-08-29T08:28:54Z,fr,FRA,True,True,33390,1,2020-09-07T10:58:05.237623Z,Lapsing,Manual,Liquid,Known Trier,Known Trier,,Known Trier,,Yes,,,Hand
use_VFY9tv8Sax2tOxp8Hv81TzdaJGN,45,M,2018-01-25T22:07:56Z,fr,FRA,True,True,54760,3,2021-01-18T20:46:27.030588Z,Active,Electric,Pods,Known Trier,Known Trier,Known Trier,Known Trier,,Yes,,,Hand
use_knYIrKNP5DQ3wNBYGz11Tzg57wT,20,M,2019-05-18T13:18:32Z,fr,FRA,False,False,33190,0,2020-10-22T17:27:22.244466Z,Lapsing,Manual,Liquid,,,,,,Yes,,,Auto
use_blqIstcJB23OxNXbCRt1TzdjsFb,33,F,2018-12-12T20:21:34Z,fr,FRA,True,True,13200,2,2020-05-20T06:47:34.044092Z,Lapsing,Manual,Liquid,,,Known Trier,,Low,Yes,,,Auto
use_EK4xJ22Bf1xrjh49DWm1TzdajZQ,31,F,2010-03-20T00:00:00Z,fr,FRA,True,True,50120,2,2020-12-30T22:51:42.695677Z,Active,Manual,Liquid,Known Trier,,,,NonUser,Yes,Very high,3. SuperMarket,Hand
use_fbuXpMBtDU7mGLz8Uhl1TzdwrVr,55,F,2010-10-06T00:00:00Z,fr,FRA,True,True,45120,3,2021-05-21T11:45:50.271322Z,Active,Manual,Liquid,Known Trier,Known Trier,Known Trier,Known Trier,High,No,Medium,,Hand
use_vlnJ1NFpU5nYr88CVsL1Tzcqmia,29,F,2009-12-28T00:00:00Z,fr,FRA,False,False,08200,1,2021-03-23T11:23:53.486082Z,Active,Manual,Liquid,Known Trier,,Known Trier,Known Trier,,No - maybe future,Low,,Auto
use_edE6dt9KIxsDsslYSIV1Tzda7Jq,26,M,2018-09-17T20:03:13Z,fr,FRA,True,False,35470,2,2020-08-19T10:45:20.585592Z,Lapsed,Manual,Liquid,,,Known Trier,Known Trier,NonUser,No,,,Hand
use_RRt1zhIWZTlWz1oqy2d1TzdgONA,40,F,2017-07-10T02:37:27Z,fr,FRA,True,True,02400,,2021-03-28T20:33:29.224037Z,Active,Manual,Pods,Known Trier,Known Trier,Known Trier,Known Trier,,Yes,Medium,,Auto
use_atWhHFHimvYi77VkKjx1TzeLCVg,29,F,2017-12-04T11:58:56Z,fr,FRA,True,True,85500,0,2020-06-28T08:16:13.144837Z,Lapsing,Electric,Liquid,,,,,,Yes,High,4. HyperMarket,Hand
use_jYNkYeTidDuNViZIKGE1TzerWTC,22,F,2016-11-03T20:47:00Z,fr,FRA,True,True,24450,0,2021-04-03T13:30:28.192365Z,Active,Manual,Liquid,Known Trier,,,,,Yes,Low,,Hand
use_5jQHS2pskRdkWfZTb1J1TzeCaDs,41,F,2007-05-28T00:00:00Z,fr,FRA,True,True,66600,1,2021-05-20T08:57:40.065047Z,Lapsing,Electric,Liquid,,,Known Trier,,Medium,No - maybe future,High,,Hand
use_ekg6etSaeIDf5oLkYIy1Tzeokot,47,F,2019-09-01T04:45:38Z,fr,FRA,True,True,04000,0,2021-05-27T13:23:13.49654Z,Active,Electric,Pods,,,Known Trier,Known Trier,High,Yes,,,Hand
use_cEPKiRRDPcQnAGVJNfy1Tzcc6Xp,36,F,2009-02-07T00:00:00Z,fr,FRA,True,True,10400,2,2020-09-04T07:28:33.555279Z,Active,Manual,Liquid,,,,,NonUser,Yes,High,2. Moyenne Surface,Hand
use_y8Yv6OTawM4hClRRPhe1TzdqDnN,56,F,2006-06-26T00:00:00Z,fr,FRA,True,True,76200,4+,2020-12-29T12:14:39.781534Z,Active,Manual,Liquid,,,,,Medium,Yes,High,,Hand
use_0CYurnfAIt9yHMfWAND1TzdiS1i,35,F,2015-09-14T09:45:19Z,fr,FRA,True,True,67350,4+,2020-12-28T16:25:17.105837Z,Active,Manual,Liquid,,,,,,Yes,High,,Auto
use_PvQbr7IvlZmiG7BeEjE1TzdeObn,39,F,2008-05-12T00:00:00Z,fr,FRA,True,True,36100,3,2020-09-11T19:39:34.362054Z,Active,Manual,Liquid,,,,,Medium,Yes,Very high,,Hand
use_jS9w4loIDNYAntE3u7Z1Tzdv0tL,41,F,2017-09-30T18:19:55Z,fr,FRA,True,True,60140,1,2021-05-15T08:29:31.010086Z,Lapsed,Manual,,,,,,NonUser,Yes,Very high,4. HyperMarket,Hand
use_VHWVWuEieDYDqJKOL1l1TzeXV8h,44,F,2017-09-11T10:26:05Z,fr,FRA,True,True,02300,2,2021-05-19T14:52:39.863158Z,Active,Manual,Liquid,,,,,High,Yes,Medium,5. Drive,Auto
use_O80BsVAoxX6vNlBYIkm1Tzda8rr,36,F,2005-11-28T00:00:00Z,fr,FRA,False,False,65100,0,2021-04-02T17:52:50.475458Z,Lapsing,Manual,Liquid,,,,,,Yes,High,,Auto
use_1yl3MYVpZZ6Mo2FHyfW1TzeEJ7B,24,F,2017-12-08T15:06:51Z,fr,FRA,True,True,23700,0,2021-02-19T12:39:47.199164Z,Active,Electric,Liquid,,,,,NonUser,Yes,High,,Hand
use_Ilh30JBj5X9vhf2OAhm1TzdPace,38,F,2017-12-14T20:44:01Z,fr,FRA,True,False,37000,3,2020-12-13T12:49:53.212387Z,Active,Electric,Liquid,,,,,Medium,No - maybe future,Medium,,Hand
use_EvmZkKfbydN4oCpvJbd1TzeFN89,31,F,2015-03-02T16:32:32Z,fr,FRA,True,True,17810,1,2021-01-14T15:59:39.693105Z,Active,Manual,Pods,Known Trier,Known Trier,Known Trier,Known Trier,NonUser,Yes,High,,Auto
use_jzdrvRdS4wzgObi4MHM1Tzdm4W8,66,F,2010-02-04T00:00:00Z,fr,FRA,True,True,27420,0,2021-05-06T08:22:26.695553Z,Active,Manual,Pods,Known Trier,,Known Trier,,,No - maybe future,High,,Auto
use_GrokeMO6e21tZOZfDlc1TzfsTN8,39,F,2019-02-17T22:10:53Z,fr,FRA,True,True,56230,1,2020-05-14T20:48:52.073591Z,Lapsed,Electric,Liquid,,,,,,Yes,,1. Magasin de Proximit�,Auto
use_D9N7WjoxsI8O4Kxiz0V1TzeARTu,36,F,2017-07-16T09:56:31Z,fr,FRA,True,True,59287,1,2021-01-13T18:31:18.71259Z,Active,Manual,Liquid,,,,,NonUser,Yes,,,Hand
use_PbJaHtYZTZqwGLNFQnT1TzdqHId,35,F,2018-03-06T06:05:17Z,fr,FRA,True,True,87130,3,2021-03-19T09:05:30.43239Z,Active,,Powder,,,,Known Trier,,Yes,High,5. Drive,Auto
use_uBUdRFeqbrilVTCkkn31TzdmaXN,26,M,2019-08-31T10:39:42Z,fr,FRA,True,True,13290,1,2020-04-06T17:05:14.97418Z,Lapsed,Manual,Liquid,,,,,,Yes,,,Hand
use_6pfYiz3RCiiJElqoQRG1TzdrQP7,29,F,2017-12-09T22:11:37Z,fr,FRA,True,True,71000,,2020-09-12T11:57:24.102245Z,Lapsed,,,Known Trier,Known Trier,Known Trier,Known Trier,NonUser,No - maybe future,,,Hand
